0	0	20.021
0	0	0
0	0	0
0	0	0
0	20.021	0
20.021	0	0
-2.7108	-14.469	15.505
9.1386	15.505	9.1386
15.505	9.1386	13.949
5.296	9.8848	-2.7108
13.949	13.949	-14.469
-7.3889	3.8902	-7.3889
14.831	-2.7108	9.7609
16.167	5.296	37.377
-14.469	-7.3889	14.831
37.377	37.377	5.296
9.7609	14.831	9.8848
21.05	9.495	16.167
9.8848	9.7609	19.946
19.946	16.167	33.466
5.1068	5.1068	5.1068
3.8902	6.5843	9.495
6.5843	46.676	49.611
9.495	19.946	3.8902
46.676	21.05	21.05
13.363	15.174	6.5843
60.468	60.468	15.174
82.8	37.787	6.4588
-0.71934	6.4588	60.468
15.174	33.466	46.676
69.309	49.611	-0.71934
49.611	-0.71934	13.363
33.466	13.363	82.8
37.787	82.8	37.787
6.4588	69.309	71.727
71.727	89.968	89.968
89.968	71.727	69.309
119.12	119.12	119.12
144.66	144.66	144.66
189.81	173.86	286.51
195.95	286.51	195.95
173.86	195.95	189.81
212.3	189.81	173.86
286.51	208.9	212.3
208.9	232.99	241.27
253.96	212.3	208.9
232.99	241.27	253.96
241.27	253.96	232.99
262.22	262.22	262.22
264.28	264.28	264.28
279.55	288.97	332.69
332.69	332.69	288.97
288.97	279.55	279.55
289.49	299.77	289.49
275.57	289.49	275.57
299.77	300.24	305.87
305.87	275.57	300.24
327.91	305.87	299.77
300.24	327.91	327.91
288.02	279.45	292.07
280.38	292.07	234.07
234.07	280.38	288.02
279.78	288.02	280.38
292.07	279.78	279.78
279.45	234.07	279.45
184.26	184.26	184.26
276.98	276.98	209.4
176.06	167.81	176.06
167.81	176.06	276.98
209.4	170.05	199.04
158.96	117.12	167.81
199.04	199.04	150.86
170.05	209.4	120.98
120.98	150.86	170.05
150.86	120.98	158.96
174.3	158.96	174.3
117.12	174.3	117.12
102.41	95.182	102.41
100.96	101.81	101.81
101.81	119.12	95.182
95.182	108.41	73.332
119.12	102.41	107.43
108.41	73.332	108.41
73.332	100.96	100.96
85.394	107.43	119.12
107.43	85.394	99.562
99.562	99.562	85.394
94.935	94.935	85.096
85.096	85.096	82.175
82.175	70.579	94.935
56.304	82.175	70.579
70.579	69.457	69.457
69.457	57.001	57.001
65.982	56.304	56.304
57.001	54.873	65.982
54.873	29.156	66.509
58.885	51.424	54.873
66.509	66.509	58.885
29.237	29.237	51.424
61.997	64.963	32.208
29.156	65.982	61.997
51.424	23.265	23.265
26.385	26.385	29.156
23.265	58.885	29.237
64.963	32.208	26.385
32.208	61.997	64.963
