20.777	5.0883	19.767
20.719	5.0875	19.718
20.66	5.0867	19.67
20.601	5.0858	19.622
20.543	5.085	19.573
20.484	5.0841	19.525
20.425	5.0833	19.477
20.367	5.0825	19.428
20.308	5.0816	19.38
20.249	5.0808	19.332
20.19	5.08	19.284
20.132	5.0791	19.235
20.073	5.0783	19.187
20.014	5.0774	19.139
19.956	5.0766	19.09
19.897	5.0758	19.042
19.838	5.0749	18.994
19.78	5.0741	18.945
19.721	5.0733	18.897
19.662	5.0724	18.849
19.604	5.0716	18.8
19.545	5.0708	18.752
19.486	5.0699	18.704
19.427	5.0691	18.656
19.369	5.0682	18.607
19.31	5.0674	18.559
19.251	5.0666	18.511
19.193	5.0657	18.462
19.134	5.0649	18.414
19.075	5.0641	18.366
19.017	5.0632	18.317
18.958	5.0624	18.269
18.899	5.0615	18.221
18.841	5.0607	18.172
18.782	5.0599	18.124
18.723	5.059	18.076
18.664	5.0582	18.028
18.606	5.0574	17.979
18.547	5.0565	17.931
18.488	5.0557	17.883
18.43	7.753	17.834
18.371	10.45	17.786
11.562	13.148	11.243
4.7521	15.845	4.7475
4.7521	18.543	4.7521
4.7567	18.536	4.7567
4.7614	18.53	4.7614
4.766	18.524	4.766
4.7706	18.518	4.7706
4.7753	18.511	4.7753
4.7799	18.505	4.7799
4.7845	18.499	4.7845
4.7892	18.492	4.7892
4.7938	18.486	4.7938
4.7984	18.48	4.7984
4.803	18.474	4.803
4.8077	18.467	4.8077
4.8123	18.461	4.8123
4.8169	18.455	4.8169
4.8216	18.449	4.8216
4.8262	18.442	4.8262
4.8308	18.436	4.8308
4.8355	18.43	4.8355
4.8401	18.424	4.8401
4.8447	18.417	4.8447
4.8494	18.411	4.8494
4.854	18.405	4.854
4.8586	18.399	4.8586
4.8633	18.392	4.8633
4.8679	18.386	4.8679
4.8725	18.38	4.8725
4.8772	18.374	4.8772
4.8818	18.367	4.8818
4.8864	18.361	4.8864
4.8911	18.355	4.8911
4.8957	18.349	4.8957
4.9003	18.342	4.9003
4.905	18.336	4.905
4.9096	18.33	4.9096
4.9142	18.324	4.9142
4.9189	18.317	4.9189
4.9235	18.311	4.9235
4.9281	18.305	4.9281
4.9327	18.299	4.9327
4.9374	18.292	4.9374
4.942	18.286	4.942
4.9466	18.28	4.9466
4.9513	18.274	4.9513
4.9559	18.267	4.9559
4.9605	18.261	4.9605
4.9652	18.255	4.9652
4.9698	18.249	4.9698
4.9744	18.242	4.9744
4.9791	18.236	4.9791
4.9837	18.23	4.9837
4.9883	18.224	4.9883
4.993	18.217	4.993
4.9976	18.211	4.9976
5.0022	18.205	5.0022
5.0069	18.199	5.0069
5.0115	18.192	5.0115
5.0161	18.186	5.0161
5.0208	18.18	5.0208
5.0254	18.174	5.0254
5.03	18.167	5.03
5.0347	18.161	5.0347
5.0393	18.155	5.0393
5.0439	18.149	5.0439
5.0486	18.142	5.0486
5.0532	18.136	5.0532
5.0578	18.13	5.0578
5.0625	18.124	5.0625
5.0671	18.117	5.0671
5.0717	18.111	5.0717
5.0763	18.105	5.0763
5.081	18.099	5.081
5.0856	18.092	5.0856
5.0902	18.086	5.0902
5.0949	18.08	5.0949
5.0995	18.074	5.0995
