298.54	295.25	1.4539	4.3183	1.3392	2.8807
300.38	296.36	0.031367	3.4457	1.5253	1.1626
301.93	297.12	0.01	2.7553	1.7082	0.01
303.3	297.57	0.01	2.2807	1.882	0.01
304.6	297.74	0.01	2.0477	2.0409	1.0693
305.89	297.68	0.01	2.0731	2.1803	3.5299
307.21	297.42	0.01	2.3635	2.2966	5.0904
308.55	296.99	0.01	2.9138	2.3881	8.1735
309.89	296.41	0.59584	3.7076	2.4553	11.228
311.19	295.7	2.0098	4.7168	2.5011	7.429
312.4	294.89	3.614	5.9027	2.531	1.9758
313.48	293.99	5.336	7.2177	2.5527	0.01
314.38	293.03	7.0992	8.6069	2.5759	0.01
315.1	292.02	8.8271	10.012	2.6117	0.01
315.63	290.97	10.447	11.371	2.672	0.01
316.01	289.89	11.893	12.629	2.7684	0.01
316.3	288.81	13.111	13.732	2.9115	0.01
316.58	287.73	14.064	14.638	3.1098	0.01
316.93	286.67	14.729	15.319	3.369	2.9841
317.45	285.64	15.107	15.762	3.6911	3.5665
318.21	284.64	15.22	15.971	4.0736	4.2277
319.25	283.68	15.114	15.973	4.5096	5.3023
320.61	282.76	14.857	15.814	4.9874	0.01
322.28	281.86	14.538	15.561	5.4909	0.01
324.22	280.98	14.268	15.301	6	0.01
326.36	280.09	14.173	15.138	6.4914	0.01
328.65	279.18	14.391	15.19	6.9396	1.4918
331	278.19	15.069	15.583	7.3183	3.9644
333.38	277.11	16.354	16.451	7.6015	0.01
335.74	275.87	18.391	17.925	7.7654	2.2258
338.12	274.44	21.315	20.132	7.7893	7.9411
340.56	272.78	25.245	23.187	7.6572	5.4832
343.16	270.83	30.278	27.188	7.3589	2.9108
346.04	268.57	36.486	32.215	6.8913	2.7855
349.34	265.96	43.909	38.319	6.2587	0.01
353.17	262.98	52.555	45.527	5.4729	0.01
357.63	259.63	62.394	53.835	4.5537	0.01
362.75	255.91	73.361	63.211	3.5278	4.4216
368.49	251.85	85.356	73.594	2.4279	3.7466
374.75	247.49	98.241	84.895	1.2912	4.6875
381.37	242.89	111.85	97.001	0.15779	11.002
388.11	238.11	126	109.78	0.01	5.7106
394.72	233.23	140.47	123.08	0.01	0.01
400.95	228.35	155.04	136.75	0.01	0.01
406.57	223.56	169.48	150.63	0.01	0.01
411.43	218.95	183.55	164.54	0.01	1.8233
415.45	214.61	197.05	178.33	0.01	0.73248
418.65	210.62	209.77	191.84	0.01	0.01
421.16	207.04	221.54	204.94	0.01	0.01
423.18	203.91	232.21	217.5	0.01	0.01
424.97	201.26	241.68	229.4	0.01	0.01
426.79	199.09	249.88	240.55	0.01	0.01
428.93	197.35	256.79	250.89	0.01	4.1156
431.56	196.01	262.44	260.33	0.01	9.2097
434.83	194.97	266.89	268.84	0.01	10.588
438.75	194.13	270.27	276.38	0.01	9.0352
443.25	193.37	272.73	282.92	0.01	8.7307
448.22	192.55	274.45	288.44	0.42539	9.0111
453.47	191.54	275.65	292.94	1.0927	8.5606
458.87	190.18	276.59	296.41	1.6923	3.505
464.33	188.34	277.5	298.84	2.2091	0.01
469.89	185.9	278.65	300.23	2.6313	0.01
475.76	182.76	280.3	300.58	2.9516	0.01
482.31	178.84	282.68	299.9	3.1668	0.01
490.04	174.09	286.04	298.2	3.2784	0.01
499.63	168.49	290.57	295.5	3.2927	0.01
511.76	162.08	296.42	291.8	3.2204	0.01
527.13	154.91	303.74	287.15	3.0767	0.01
546.28	147.06	312.61	281.58	2.8807	0.01
569.57	138.66	323.06	275.15	2.654	0.01
597.05	129.86	335.11	267.92	2.4202	0.01
628.44	120.81	348.69	259.96	2.2032	0.01
663.07	111.7	363.73	251.37	2.0258	0.01
699.94	102.7	380.1	242.26	1.9083	0.01
737.77	93.99	397.64	232.72	1.8673	0.077023
775.06	85.736	416.17	222.88	1.9143	2.5774
810.27	78.084	435.48	212.87	2.0554	5.645
841.92	71.158	455.35	202.81	2.2907	4.4074
868.75	65.052	475.57	192.83	2.6143	1.0696
889.81	59.828	495.92	183.05	3.0149	2.1089
904.59	55.515	516.19	173.57	3.4765	3.5304
913.07	52.108	536.18	164.51	3.9796	0.93081
915.68	49.569	555.73	155.94	4.5024	0.01
913.32	47.831	574.68	147.92	5.0221	0.01
907.22	46.804	592.93	140.52	5.5166	0.01
898.84	46.376	610.4	133.76	5.966	8.7415
889.73	46.425	627.03	127.63	6.3531	5.4754
881.38	46.819	642.81	122.14	6.6649	0.01
875.06	47.428	657.75	117.25	6.8933	0.01
871.74	48.128	671.91	112.92	7.0347	0.01
871.96	48.804	685.34	109.08	7.0904	0.01
875.87	49.361	698.15	105.66	7.066	0.01
883.17	49.718	710.42	102.58	6.9704	0.51192
893.24	49.821	722.27	99.762	6.815	2.0504
905.14	49.635	733.81	97.126	6.6121	0.01
