0	0	0
0	0	0
0	0	0
0	-26.009	-26.009
-4.5301	0	11.873
0	-7.124	0
11.873	0	-4.5301
12.918	2.1413	0
26.615	12.918	-7.124
27.759	11.873	-4.7359
3.9516	9.3672	12.918
-7.124	3.9516	26.615
9.3672	26.615	25.905
-4.7359	8.3822	3.9516
2.6129	-4.5301	27.759
11.147	2.6129	8.3822
-26.009	-4.7359	2.6189
8.3822	2.6189	2.6129
2.6189	27.759	9.3672
25.905	25.905	2.1413
16.362	47.82	0.62273
64.317	0.62273	16.362
2.1413	11.147	11.147
35.999	16.362	47.82
45.145	35.999	25.916
0.62273	25.916	35.999
47.82	45.145	45.145
25.916	64.317	64.317
28.279	-0.55351	-0.55351
-0.55351	53.391	45.188
3.8187	28.279	53.391
38.468	3.8187	3.8187
53.391	45.188	92.848
45.188	38.468	28.279
124.11	92.848	38.468
98.971	98.971	98.971
92.848	124.11	124.11
148.39	148.39	148.39
185.39	185.39	185.39
202.33	242.64	242.64
209.78	202.33	202.33
172.39	209.78	209.78
254.71	229.9	229.9
200.32	172.39	172.39
242.64	254.71	254.71
229.9	200.32	200.32
343.19	219.71	219.71
219.71	249.38	279.93
279.93	279.93	343.19
249.38	343.19	268.65
268.65	268.65	249.38
293.71	259.26	288.97
259.26	282.66	282.66
288.97	288.97	303.81
282.66	293.71	259.26
275.15	303.81	293.71
196.31	196.31	254.12
303.81	254.12	196.31
254.12	310.6	275.15
301.06	301.06	211.04
286.1	286.1	310.6
383.51	211.04	342.26
310.6	242.99	286.1
342.26	275.15	301.06
242.99	342.26	242.99
332.02	383.51	383.51
213.42	332.02	332.02
211.04	213.42	231.61
262.5	245.13	262.5
245.13	262.5	213.42
321.17	231.61	245.13
231.61	277.72	321.17
255.52	321.17	255.52
235.88	255.52	258.9
210.9	235.88	210.9
150.27	150.27	235.88
258.9	210.9	277.72
277.72	258.9	223.57
223.57	223.57	150.27
166.4	208.76	208.76
208.76	166.4	166.4
190.02	149.5	190.02
149.5	198.1	149.5
132.23	190.02	198.1
181.01	181.01	181.01
162.2	128.27	128.27
198.1	162.2	146.7
128.27	146.7	162.2
100.52	132.23	132.23
146.7	100.52	100.52
127.44	127.44	127.44
113.01	113.01	104.79
104.79	104.79	113.01
94.723	90.131	54.742
66.966	54.742	94.723
90.131	94.723	57.325
57.325	57.325	90.131
54.742	66.966	66.966
46.874	62.959	46.866
46.866	95.599	64.148
62.959	64.148	68.687
70.643	46.874	60.912
95.599	70.643	62.959
105.02	60.912	95.599
64.148	46.866	70.643
82.255	105.02	46.874
62.123	82.255	62.123
68.687	68.687	105.02
65.085	56.228	65.085
56.228	62.123	82.255
60.912	49.475	57.499
66.841	65.085	56.228
60.234	66.841	74.994
57.499	60.234	39.848
39.848	57.499	66.841
49.475	39.848	45.81
45.81	45.81	60.234
74.994	74.994	49.475
