0	0	0
0	0	0
0	0	0
0	-2.7108	-2.7108
15.505	0	9.1386
0	20.021	0
9.1386	0	15.505
13.949	16.167	0
-14.469	13.949	20.021
9.8848	9.1386	37.377
14.831	19.946	13.949
20.021	14.831	-14.469
19.946	-14.469	6.5843
37.377	5.296	14.831
9.7609	15.505	9.8848
9.495	9.7609	5.296
-2.7108	37.377	-7.3889
5.296	-7.3889	9.7609
-7.3889	9.8848	19.946
6.5843	6.5843	16.167
5.1068	3.8902	21.05
37.787	21.05	5.1068
16.167	9.495	9.495
46.676	5.1068	3.8902
15.174	46.676	60.468
21.05	60.468	46.676
3.8902	15.174	15.174
60.468	37.787	37.787
33.466	13.363	13.363
13.363	82.8	49.611
-0.71934	33.466	82.8
6.4588	-0.71934	-0.71934
82.8	49.611	71.727
49.611	6.4588	33.466
89.968	71.727	6.4588
69.309	69.309	69.309
71.727	89.968	89.968
119.12	119.12	119.12
144.66	144.66	144.66
173.86	286.51	286.51
195.95	173.86	173.86
189.81	195.95	195.95
208.9	212.3	212.3
241.27	189.81	189.81
286.51	208.9	208.9
212.3	241.27	241.27
253.96	232.99	232.99
232.99	262.22	264.28
264.28	264.28	253.96
262.22	253.96	288.97
288.97	288.97	262.22
289.49	332.69	275.57
332.69	279.55	279.55
275.57	275.57	288.02
279.55	289.49	332.69
305.87	288.02	289.49
356.23	356.23	299.77
288.02	299.77	356.23
299.77	292.07	305.87
300.24	300.24	412.82
327.91	327.91	292.07
234.07	412.82	279.45
292.07	368.27	327.91
279.45	305.87	300.24
368.27	279.45	368.27
280.38	234.07	234.07
409.71	280.38	280.38
412.82	409.71	398.62
357.05	344.85	357.05
344.85	357.05	409.71
279.78	398.62	344.85
398.62	344.49	279.78
344.82	279.78	344.82
374.08	344.82	373.14
401.77	374.08	401.77
523.7	523.7	374.08
373.14	401.77	344.49
344.49	373.14	381.8
381.8	381.8	523.7
522.59	439.36	439.36
439.36	522.59	522.59
498.15	588.45	498.15
588.45	453.31	588.45
614.52	498.15	453.31
532.8	532.8	532.8
534.86	585.06	585.06
453.31	534.86	561.27
585.06	561.27	534.86
707.87	614.52	614.52
561.27	707.87	707.87
647.97	647.97	647.97
703.65	703.65	697.46
697.46	697.46	703.65
780.15	820.02	837
838.22	837	780.15
820.02	780.15	823.32
823.32	823.32	820.02
837	838.22	838.22
839.07	867.15	905.34
905.34	819.64	907.51
867.15	907.51	906.64
875.61	839.07	881.51
819.64	875.61	867.15
846.63	881.51	819.64
907.51	905.34	875.61
861.4	846.63	839.07
873.61	861.4	873.61
906.64	906.64	846.63
894.25	887.58	894.25
887.58	873.61	861.4
881.51	923.21	903.95
893.32	894.25	887.58
930.4	893.32	900.84
903.95	930.4	927.15
927.15	903.95	893.32
923.21	927.15	930.86
930.86	930.86	930.4
900.84	900.84	923.21
