3.2464,15,-0.58922,15,15,1.5908,1.1368,4.2313,3.3914,1.8454,-0.53436,1.6283,15,15,1.4702,-0.33731,15,2.4548
2.8962,4.0068,1.6811,15,15,15,15,2.1429,3.7491,15,0.42936,3.5213,15,2.5472,1.9895,2.0512,15,3.0586
2.55,2.3867,0.37348,15,15,15,3.4025,15,1.6277,-0.015961,-0.65001,0.78135,15,0.97515,2.4294,0.36163,15,1.0454
15,1.5972,-0.41765,15,15,15,-0.23312,15,0.59217,15,0.32532,2.0436,15,1.6424,0.84343,1.2086,15,0.4974
3.69,3.7607,0.53438,15,15,15,15,1.9677,15,2.0268,0.45549,0.45434,15,4.0681,2.7142,0.64856,7.5911,1.5353
1.9495,4.202,1.3954,15,15,15,15,1.7624,2.4161,-0.41201,2.6916,1.0471,15,15,1.6153,0.83093,8.2491,1.874
2.0216,15,0.33667,15,15,15,15,15,1.0478,0.84745,0.51189,2.2151,15,4.8236,1.8014,0.77157,8.7459,2.1911
2.4152,15,1.5257,15,15,15,3.5975,2.9138,2.9132,2.1562,0.5955,1.7985,15,2.5174,1.5876,0.83921,15,2.7418
3.8339,2.038,0.30842,15,15,2.4391,15,2.2033,15,6.113,-1.5845,-0.71797,15,3.3131,2.1681,-0.25508,15,15
0.67534,4.8819,1.9758,15,15,3.4143,15,15,2.6178,0.94301,0.038918,3.761,15,1.6663,4.0749,-0.42509,15,1.7673
15,1.8854,-0.50549,15,15,2.2782,15,0.31678,3.3343,-0.93381,-1.3385,0.77537,15,2.3426,0.85006,0.31462,1.0405,1.2823
1.4672,2.2441,0.6063,15,15,5.6449,15,3.4127,2.2137,2.2434,0.017523,1.2629,15,3.4838,0.74162,-0.7227,15,1.2249
1.7747,3.257,1.7745,15,15,8.5583,15,1.9993,15,0.58987,0.067955,0.83988,15,15,0.35583,-0.29321,15,3.7899
15,15,-0.070951,15,15,15,15,0.97604,0.5888,-1.081,-1.3465,0.21542,15,2.5906,0.043418,-0.22108,15,3.2422
15,2.7245,-0.15039,15,15,15,2.5603,2.9359,3.528,2.0564,0.1667,1.176,15,2.7046,2.6157,0.23758,3.0843,5.2503
2.4024,4.6027,0.57518,15,15,2.4817,15,3.3325,3.7034,2.4225,0.24738,0.67185,15,3.0699,2.8098,3.3417,7.2558,3.2649
0.41126,3.7747,0.88871,15,15,9.809,15,1.4066,2.3805,1.0315,-0.015123,0.94505,15,4.1953,1.3825,-0.11998,15,1.9859
0.56697,3.2323,-0.46404,15,15,2.461,15,0.28922,15,1.4376,-0.65852,-0.29406,15,1.4154,1.1725,0.067591,15,2.1397
15,2.1325,-0.58336,15,15,1.94,15,2.9489,1.5474,1.2582,-0.25568,0.090027,15,5.1549,0.8843,0.30508,15,1.866
3.529,15,0.37207,15,15,15,2.5816,2.0564,3.6455,1.5372,0.022583,2.3424,15,3.2606,0.49397,1.7835,15,3.1857
2.4298,3.1514,1.5103,15,15,4.2859,4.2372,3.6626,2.9685,6.9383,0.30689,1.8002,4.5286,2.8136,1.6286,1.5159,3.9369,3.0229
0.31616,3.2403,-0.16336,15,15,2.621,15,15,0.77214,-0.6804,-0.34472,0.6197,3.1139,2.2842,1.2922,-0.56747,15,0.55051
2.6095,15,0.24757,15,15,15,0.36157,2.8897,1.4473,3.17,0.54282,3.609,3.6588,4.6,2.0739,-0.1193,15,3.5485
1.1548,4.1868,1.2592,15,2.718,2.8714,15,2.3809,1.6906,15,-1.1134,0.93536,15,2.5312,1.8127,0.66588,2.7204,1.8514
0.49325,15,-0.31965,15,15,7.4575,2.1024,15,2.4903,0.30301,15,1.971,15,15,2.7299,0.64595,15,1.1195
1.0888,1.7304,0.03964,15,15,15,4.1546,3.4688,3.619,2.0391,0.37492,0.533,15,1.871,0.38632,0.076435,4.6697,1.0412
1.202,3.5096,1.0685,15,15,15,3.7079,6.2045,2.6415,-1.2441,-0.60696,0.47658,15,2.491,0.55976,0.25285,15,1.8528
15,2.3718,-0.53073,15,15,15,15,15,1.2698,1.6849,0.52433,2.1294,15,5.6299,0.74431,1.0314,15,1.4781
15,3.6348,1.2109,15,15,15,15,15,15,0.15656,-0.84493,2.7242,15,1.6174,1.9151,-0.51389,15,0.93615
3.38,5.5336,1.4455,15,15,6.0046,5.3766,3.6657,3.0461,15,0.78702,4.2489,15,5.7052,5.1191,2.094,15,3.1439
1.6913,3.0333,0.65725,15,15,15,0.53767,15,2.3959,1.7355,-0.48345,1.3851,15,3.8656,1.7979,0.90143,15,1.9088
2.2897,3.783,1.0056,15,15,2.723,15,2.6417,2.7927,1.6217,0.0045173,0.48204,15,3.2264,1.9892,0.41036,15,2.2022
2.1846,3.0322,0.21269,15,15,2.7154,2.0551,8.1298,0.054567,1.7485,-0.26874,0.28794,15,4.7948,0.19663,0.60371,2.682,1.0617
15,2.2879,0.93913,15,15,15,15,2.5345,2.2255,2.5003,0.51664,1.6472,15,8,0.93903,1.3882,15,1.5748
15,-0.24986,-1.5997,15,15,15,15,1.6057,15,0.23256,0.15985,15,15,15,-0.2912,-1.4279,15,1.0236
1.2014,3.6226,-0.040831,15,15,15,2.5879,2.1806,2.059,15,0.66865,3.7821,15,2.4642,2.7957,0.38151,2.7364,1.6553
2.421,2.4881,-0.66245,15,15,3.0647,15,1.6822,0.99233,15,0.65079,0.70064,15,3.7105,1.3599,-1.7049,3.3351,2.1516
15,2.834,2.058,15,15,3.8176,15,15,2.2143,-0.031147,-0.74747,-0.18133,15,2.6194,0.54236,-0.5475,15,15
15,3.6359,1.8608,15,15,1.5826,2.7314,3.6945,1.3923,15,-0.22086,1.2305,15,3.5626,2.3816,2.5549,15,2.0944
3.9888,3.9049,0.041214,15,15,15,3.0493,2.1357,1.3457,2.663,0.088672,0.40536,5.5448,3.8888,1.255,1.2993,15,3.8721
15,4.9209,0.51008,15,15,15,4.7557,3.0605,2.3145,2.7464,0.77564,2.1377,15,15,1.9578,1.6983,15,2.7534
1.5675,1.0938,-0.54201,15,15,15,15,15,0.63038,-0.6414,0.30462,1.3591,15,2.5289,0.26573,0.45143,15,0.97495
2.8608,8.7783,0.15757,15,15,9.4038,5.3433,2.5242,1.0908,0.73996,-0.68882,0.045612,15,7.777,1.5542,-0.89018,1.9868,2.399
1.861,4.0092,1.0917,15,7.0463,7.6029,1.3819,5.2497,3.0849,3.9209,0.76234,3.4044,15,4.0341,2.5004,0.4248,5.8917,1.7262
1.3995,2.4704,-0.036765,15,3.5172,3.433,4.2068,2.373,1.8104,0.95144,-0.11623,0.84717,6.0743,2.9058,0.91014,0.44284,4.9747,1.7609
1.7996,2.9458,0.91467,15,15,15,15,3.0795,1.1646,15,0.097131,0.21141,3.8623,1.5635,1.97,0.43748,15,2.4758
2.6062,3.0297,1.0145,15,15,6.731,15,15,2.675,1.9599,0.12386,2.27,15,2.1851,1.7105,0.99419,15,2.2603
3.6093,3.1286,0.56712,15,15,9.9114,15,2.761,4.3181,0.49439,1.1022,1.9362,15,2.0262,0.79464,15,3.8548,2.8777
0.76374,5.7809,0.46856,15,15,15,15,3.3743,1.1474,0.71993,0.08824,0.92484,15,1.8859,1.2009,1.2695,15,1.5428
2.9011,3.448,-0.13437,15,15,15,15,1.4944,1.5882,5.6867,0.64244,-0.64197,15,3.8188,1.537,-0.75974,3.1574,2.3293
15,3.5586,0.026965,15,15,15,1.1587,1.0523,1.5872,1.8956,-0.72078,0.30987,15,2.956,1.3388,0.17718,15,1.2282
0.46008,15,0.9653,15,15,9.5635,15,1.612,0.59211,-0.098333,-0.89867,-0.69744,15,2.7563,1.5902,2.0356,15,2.8555
2.5558,2.631,-1.2394,15,15,2.2491,0.55067,15,1.0862,1.4973,-0.94757,0.076764,1.5506,0.15449,0.34251,-0.87332,15,1.1708
1.1304,15,0.073946,15,5.2706,15,4.0091,2.0355,2.0696,-0.90277,0.083196,0.87616,15,2.8348,1.6165,0.23816,15,1.6015
7.6607,3.0156,0.07014,15,15,2.0329,15,15,2.0167,-0.2942,1.0538,0.058693,15,2.1242,1.1787,1.8152,4.9683,1.1262
2.437,3.0443,0.52491,15,15,15,3.0456,15,1.76,2.1769,2.7467,-0.41737,15,2.705,2.3503,1.144,3.8054,2.8288
1.828,2.1485,0.023664,15,15,3.117,3.2478,2.477,15,2.2166,0.15437,0.76451,15,1.7245,2.5849,-0.30183,15,2.9244
15,6.8393,-0.37278,15,15,2.3826,15,15,2.397,15,-1.0485,0.31762,15,3.6811,0.50472,0.41795,15,0.8707
2.7691,2.2442,0.33315,15,15,15,2.0063,15,2.1146,0.030073,-0.17994,1.2016,15,3.5942,0.66216,0.046179,15,1.0389
1.8004,3.3817,0.70614,15,15,15,15,1.9827,2.9427,1.199,0.41843,-0.31126,15,2.7088,1.284,-0.008087,15,15
3.3415,7.8512,0.26913,15,15,6.8754,8.899,15,2.2358,0.41212,0.20839,0.31653,15,3.4763,2.7397,1.9831,2.1275,6.0604
2.801,15,0.42172,15,15,2.3357,15,1.3764,1.8356,15,2.1356,2.4091,15,2.2869,3.0036,-0.23548,15,2.8783
1.1571,0.17478,-0.29925,15,2.5529,15,15,15,0.58034,15,-1.425,-1.7563,15,0.30664,-0.87146,-0.36653,15,15
2.3337,2.5225,0.15763,15,15,7.2282,3.1583,1.3974,0.64405,-0.60507,0.20162,1.2235,15,1.2622,1.2836,15,15,0.46624
3.0823,15,1.5411,15,15,3.7675,15,4.3396,3.1623,3.7005,0.71097,1.1911,15,2.5078,5.5479,2.7058,15,2.7388
4.8535,5.7023,1.5393,15,15,15,4.74,4.4492,4.7761,15,0.80504,1.8625,4.9304,5.7505,3.2841,0.87385,15,4.0321
3.0082,2.8316,-0.037195,15,15,2.8119,1.1819,2.2429,2.0219,-0.27079,-0.478,0.096963,15,4.3638,1.4966,1.2013,1.297,2.005
2.8376,2.8149,0.24287,15,15,15,15,1.3271,2.9392,0.052992,2.1973,-0.36638,15,4.9459,2.1797,-0.34751,15,2.0906
0.69569,2.3199,0.62863,15,15,15,15,1.3238,0.36189,0.50736,0.07301,-0.91181,15,1.8874,-0.68517,0.29778,0.66633,3.0331
4.1527,2.4589,0.31062,15,15,15,3.8352,2.0231,4.4275,15,0.49853,2.7642,15,15,4.0979,15,15,4.0997
15,2.7455,0.67093,15,15,15,15,2.5932,2.9522,1.9088,-0.51702,3.0005,3.3066,3.9689,0.13093,1.194,15,2.0101
2.6176,3.9252,0.085572,15,15,7.3864,3.2401,3.3504,1.3836,1.3347,0.61689,1.2918,15,2.3909,2.7845,0.46501,2.421,1.0834
3.8595,15,1.7397,15,5.7677,15,15,2.338,4.9441,0.62922,0.086366,1.5526,15,4.0578,1.8899,3.1042,3.2495,3.3644
2.3996,2.0717,-0.91475,15,15,15,2.9214,15,0.64996,0.93715,-0.18554,-0.65546,15,4.9585,1.8425,-0.6425,1.8488,1.3454
2.7727,3.0895,0.33808,15,15,2.1662,4.0825,15,3.4623,2.7004,0.52234,0.9917,15,3.6686,2.4023,1.933,4.3723,1.7016
0.40805,2.6846,1.1814,15,15,3.3717,15,15,0.96646,2.4441,0.77857,2.365,15,15,0.63709,0.35501,5.4797,4.8956
0.38134,2.5315,1.6109,15,15,15,2.7977,3.8376,15,0.083494,0.98373,1.5438,15,1.572,-0.47511,0.50857,2.4703,2.6125
2.2354,1.9431,0.17725,15,15,3.1595,0.27112,1.2021,7.9705,0.32702,-1.3569,0.41761,15,1.9735,0.46758,-0.068447,1.9683,0.86898
4.081,2.7122,0.10363,15,15,15,2.2071,2.9177,2.7222,15,0.10872,2.5963,15,1.6685,1.5423,2.1191,15,2.0389
1.213,1.8796,-0.040379,15,15,15,1.0114,15,15,1.499,0.42179,0.32935,15,3.1948,1.3253,-0.2504,4.474,2.4934
15,4.4702,2.0539,15,15,15,15,3.1868,4.2478,15,0.14901,3.7754,3.6075,15,2.8412,2.7155,15,3.0996
4.5091,4.9288,0.77517,15,15,15,15,15,3.427,5.7553,1.5877,1.9111,3.1787,3.8892,1.3177,2.0086,15,2.4433
2.1127,1.4451,1.0018,15,15,2.4519,15,3.4124,0.41297,0.22424,0.1343,0.13234,15,2.4008,0.16122,-0.19627,7.2862,15
1.2283,3.3659,0.34169,15,15,3.4022,1.9329,2.7529,5.5485,2.2783,-0.04977,1.6463,15,3.3153,2.8137,0.5484,15,2.3977
2.8474,3.3595,-0.34693,15,15,4.5088,3.6506,2.0394,1.7434,1.9247,-0.45037,-0.55021,8.8306,2.862,1.8641,0.93309,3.0601,1.7133
3.0002,5.8048,-0.024441,15,15,3.1652,15,5.836,4.1552,1.0109,0.034862,15,3.8462,2.2891,-0.39255,1.4009,4.401,3.6085
15,15,0.91529,15,15,3.2933,15,3.6856,3.202,1.7242,0.455,3.1361,4.4243,2.2246,0.32711,2.9506,1.8075,3.7155
15,15,0.051073,15,3.9618,2.6506,15,2.666,5.4863,0.01774,0.096803,2.3857,15,1.228,0.19705,-0.36883,3.5196,2.0244
3.8408,3.2816,0.59733,15,15,1.6996,15,15,2.8778,-0.080331,0.51535,3.1128,3.7069,1.6909,0.41263,2.5417,15,1.7759
2.5296,15,1.1782,15,15,2.9054,15,2.5824,2.1942,-0.73816,0.084081,3.0859,3.3639,0.47122,-0.05037,1.2516,3.0607,4.6416
15,7.0802,-0.11226,15,15,1.8486,15,4.9802,3.5016,0.89835,-0.34108,3.7767,3.6169,1.3701,0.23461,0.22098,3.9042,2.5548
15,15,0.13431,15,15,1.7942,15,3.7395,4.4967,0.56676,-0.63983,4.4518,4.692,1.2686,0.26564,0.71255,2.7402,2.2352
3.2995,3.2642,0.78877,15,15,15,15,15,15,0.44895,0.49521,3.0751,15,0.52562,-1.6469,0.97395,15,3.8549
2.4081,7.8368,-0.11345,15,5.5777,-0.30969,15,3.6409,2.3026,0.37758,-0.8923,2.3826,15,0.8957,-0.72279,0.20398,2.9617,1.0776
3.3056,3.5896,-0.26814,15,15,1.607,15,15,3.0752,1.4684,-0.42528,3.4243,3.3721,2.0601,0.0031757,1.6004,4.2975,3.4522
15,15,-0.32824,15,15,2.5698,15,0.14195,2.1989,0.014892,-1.1473,15,2.0995,2.3151,-1.4119,-0.95511,2.4124,2.7099
2.6182,4.2929,0.41009,15,4.6071,6.1278,15,3.8785,15,1.0435,0.096827,15,4.2231,1.6242,0.71945,0.62768,15,3.0908
15,3.7479,0.53826,15,15,15,15,2.5873,3.6524,-0.30325,-0.17758,15,3.7953,1.0054,-0.22402,-0.23536,6.0289,15
3.0922,5.759,-0.43983,15,15,0.87551,15,3.7854,2.5242,0.68901,-0.49786,3.6509,4.5475,0.99231,-0.60394,1.7107,15,2.2126
3.2185,3.8867,0.33098,4.2417,15,1.8851,15,2.9212,4.006,8.6045,0.32798,2.8509,4.2701,1.2645,-0.24375,-0.31242,15,2.3683
3.5692,3.2445,0.3632,15,4.8984,2.1384,15,2.4642,2.7204,0.53185,0.64757,2.8475,4.6108,1.6369,0.29183,0.30783,4.2389,2.3592
3.7513,4.1954,0.88004,15,15,2.9362,15,15,3.6033,-0.12494,1.0232,1.9045,2.7997,1.4297,-0.25476,1.747,3.802,2.832
2.9613,5.786,0.32043,15,15,3.1225,15,3.6904,15,2.272,0.76964,4.1365,4.3768,2.0584,-0.67782,1.24,3.921,4.1561
15,2.8063,1.212,15,15,3.3114,15,7.5103,15,1.1885,-0.6254,5.5651,1.991,2.9356,-0.81037,-0.46073,2.4481,3.0259
15,15,-0.17373,3.2198,1.0792,15,15,15,15,3.429,0.7827,1.6972,3.9935,0.59223,1.0895,0.13062,15,3.586
1.9198,4.6209,2.68,15,15,15,15,1.4682,2.3686,0.18504,-0.25684,1.5467,15,1.2161,-0.29483,1.0093,15,5.3907
2.4037,15,0.401,15,4.6198,2.61,15,2.6361,1.9369,0.85495,0.090398,2.5132,3.3468,1.3557,-0.049411,0.57239,15,2.7044
15,2.6984,0.73702,15,15,3.1466,15,15,3.5528,-0.12544,-0.56649,15,15,1.4714,-0.86301,2.3144,3.0106,3.236
4.521,5.7462,0.16666,15,15,2.1418,15,4.7639,3.7253,1.374,0.67754,15,15,1.3752,0.038858,1.9162,4.4361,2.876
15,4.0129,-0.35878,15,3.6649,15,15,0.89604,5.2767,-0.084275,0.42929,1.9266,15,0.44799,-0.97072,-1.5852,1.522,2.6091
15,4.8795,-0.5632,15,15,1.4614,15,2.9828,15,-0.57555,-0.54043,2.4565,3.4394,0.91066,-0.81392,1.5458,3.276,2.1317
2.6428,15,-0.30652,15,3.8917,1.158,15,1.8788,2.1042,-0.14738,-0.84113,15,3.6727,2.1705,-0.29195,0.8579,15,2.5378
15,4.318,-0.32565,15,15,0.17789,15,7.641,3.4583,-0.11075,-0.31822,15,15,2.3223,-0.74084,-0.25867,7.0938,2.5381
15,2.8791,0.3546,15,15,15,15,15,2.0861,1.2364,0.91136,4.8033,15,1.4031,-0.1886,1.7387,15,3.1389
3.6707,15,0.50518,15,15,2.8564,15,4.4958,3.2334,1.4036,-0.45419,15,1.9989,1.3507,-0.51517,1.2922,15,2.4333
3.2376,4.8439,0.52853,15,3.3653,0.86208,15,2.8837,2.8566,0.80359,-0.6319,1.9724,15,1.2045,-0.0219,1.0379,15,2.3092
2.7586,5.1916,0.20363,15,15,4.0603,15,5.0884,1.2903,0.15941,-0.13968,2.3999,3.8959,1.5751,-1.5521,0.95797,15,3.5407
3.8075,15,0.51736,15,15,3.6731,15,15,3.5513,2.0309,0.18615,15,15,2.0692,-0.2177,0.9682,4.5451,3.9884
3.866,15,0.37381,15,15,1.9539,15,2.0163,3.6465,-0.15645,0.56619,15,2.4597,1.4624,-0.081501,0.48072,15,2.3972
15,15,-0.21743,15,15,0.28611,15,2.338,15,0.31627,-0.38691,15,3.0979,0.24775,-0.52433,1.0017,15,1.8294
2.0451,15,-0.70402,15,15,1.4076,15,2.7673,15,1.0169,-1.0008,15,15,2.0045,-1.8519,-0.72594,8.1691,2.6173
3.5106,5.5536,1.208,15,15,3.0882,15,4.2112,4.9763,1.1979,0.4323,4.4775,5.0072,2.0731,0.45639,2.3366,15,3.6209
2.6154,5.0326,-0.30729,15,15,2.303,15,15,4.2529,1.0622,-0.064674,2.7108,15,0.74501,-0.6404,1.6615,3.9529,2.7686
15,15,-0.22631,15,15,1.6448,15,2.8644,1.5256,-0.73446,-0.78713,2.3592,2.7326,0.98927,-1.3553,-0.31693,2.3766,2.2111
2.3038,3.1199,0.5114,15,15,15,15,2.8262,3.616,-0.17009,0.84463,15,2.9617,2.225,-0.30328,2.2442,15,3.2437
4.0136,7.1584,0.76831,15,15,3.7405,15,15,5.2243,1.1757,0.94393,15,3.3788,1.5014,-0.012195,0.99826,6.1469,3.2154
4.3311,4.5193,-0.17451,15,15,1.0915,15,3.9452,3.5162,0.28724,-0.047798,2.3074,15,1.2862,-0.34058,1.0668,4.1239,2.9334
15,6.9916,0.48032,15,15,3.1501,15,3.4317,4.048,3.0242,0.53563,2.2145,15,1.5206,0.68051,1.0377,15,2.0257
3.5561,5.3179,1.2031,15,15,2.4548,15,3.0802,15,-0.022501,-0.4461,2.1403,3.4793,0.91545,-0.28196,1.1121,3.2938,2.2296
3.0127,4.3372,0.041755,15,15,3.1464,15,15,3.1616,0.49858,0.35554,15,15,0.32457,-0.8585,1.0127,1.7349,1.6246
15,3.7492,0.4641,15,15,15,15,15,2.3379,3.8566,-0.94763,2.9951,15,-0.11605,-1.0216,0.44107,15,1.0024
15,3.2209,-0.4299,15,15,15,15,1.8028,1.6037,1.1298,-0.056437,2.0482,3.4491,0.52107,-0.31251,-0.71541,15,1.0953
15,15,-0.86322,3.0974,-0.46855,15,3.273,15,2.4626,3.3428,15,0.72898,15,-0.12591,-0.7178,-1.8334,8.1819,1.5623
4.1849,5.0091,0.61496,15,15,8.2262,15,15,4.4116,0.28901,-0.15825,3.8488,4.3673,1.2685,0.40997,0.13542,2.0717,0.72215
3.6113,5.1008,-0.37216,15,15,0.38814,15,15,1.726,0.12822,0.23531,3.2587,3.3622,2.7019,0.13531,1.5281,4.005,2.0834
15,15,-0.33647,15,15,1.2792,15,3.5065,2.8045,2.8169,0.27333,2.28,3.4439,1.9134,0.18699,0.75707,2.7573,1.9724
4.3693,5.4045,-0.13985,15,4.6797,5.2069,15,15,4.6242,0.18599,0.081074,3.0011,4.5089,1.1953,-1.1002,0.17009,3.9693,2.221
0.58047,3.1654,-1.5333,15,15,-1.6421,15,1.5865,1.4232,-0.88691,-1.7042,15,15,0.047157,-0.63598,1.174,2.0747,0.019061
15,7.4268,0.78916,15,15,8.5622,15,3.0937,3.8357,-0.37191,0.67573,15,2.1524,0.75864,-0.56166,0.4399,1.7078,1.0382
3.3225,15,-0.16744,15,15,15,15,15,15,0.62096,1.1216,2.448,2.6016,1.64,0.063951,-0.40572,15,3.8252
1.6894,15,-1.2508,15,3.0576,0.7819,15,2.4831,2.468,0.73739,-1.2763,2.8787,15,1.2138,-0.4212,0.57304,3.0159,0.49097
15,4.6849,-0.78723,15,15,15,15,3.1975,15,0.51503,2.4965,2.7453,1.6496,1.0198,-0.90313,0.45422,1.7801,1.3864
15,9.2155,0.73913,15,15,1.7133,15,2.3813,2.3373,-0.043343,0.65437,3.3975,4.4212,1.0443,-0.29614,0.0051457,2.6272,1.8542
3.5565,6.1578,0.33051,15,15,1.2121,15,15,1.9273,0.51647,-0.66506,15,15,2.2678,-0.10911,-0.19178,9.1337,3.8607
3.7048,2.8242,-0.037046,15,2.2117,0.024778,15,4.5641,2.6516,-0.42475,-0.41389,1.6069,15,0.26843,-0.75761,-0.15891,2.1896,2.0604
15,2.6132,0.66607,15,15,3.9332,15,15,4.2411,2.0033,0.66023,3.3072,4.8531,2.3324,0.19613,1.9901,9.5883,2.3644
3.9128,3.3935,0.23974,15,15,3.6376,15,8.2233,4.2019,1.2786,2.5306,15,3.9636,3.5818,-0.75016,0.2267,3.4929,2.5396
15,3.9544,-0.37998,15,15,1.2362,15,1.4199,2.0033,1.9612,-0.62594,1.1953,2.332,0.91542,-0.68666,0.10797,2.8551,1.8388
3.2852,15,0.4291,15,15,2.3264,15,15,4.3791,0.67577,0.17914,3.7311,3.433,1.1532,-0.087032,0.66957,15,3.142
