20.283	5.1866	21.185	20.197
20.237	5.177	21.15	20.155
20.191	5.1673	21.115	20.112
20.145	5.1577	21.08	20.069
20.099	5.148	21.045	20.026
20.053	5.1384	21.011	19.983
20.007	5.1287	20.976	19.94
19.961	5.119	20.941	19.897
19.914	5.1094	20.906	19.854
19.868	5.0997	20.871	19.812
19.822	5.0901	20.836	19.769
19.776	5.0804	20.801	19.726
19.73	5.0708	20.766	19.683
19.684	5.0611	20.731	19.64
19.638	5.0515	20.696	19.597
19.592	5.0418	20.662	19.554
19.545	5.0322	20.627	19.512
19.499	5.0225	20.592	19.469
19.453	5.0129	20.557	19.426
19.407	5.0032	20.522	19.383
19.361	4.9936	20.487	19.34
19.315	4.9839	20.452	19.297
19.269	4.9742	20.417	19.254
19.223	4.9646	20.382	19.211
19.176	4.9549	20.348	19.169
19.13	4.9453	20.313	19.126
19.084	4.9356	20.278	19.083
19.038	4.926	20.243	19.04
18.992	4.9163	20.208	18.997
18.946	4.9067	20.173	18.954
18.9	4.897	20.138	18.911
18.853	4.8874	20.103	18.869
18.807	4.8777	20.068	18.826
18.761	4.8681	20.034	18.783
18.715	4.8584	19.999	18.74
18.669	4.8487	19.964	18.697
18.623	4.8391	19.929	18.654
18.577	4.8294	19.894	18.611
18.531	4.8198	19.859	18.569
18.484	4.8101	19.824	18.526
18.438	4.8005	19.789	18.483
18.392	4.7908	19.754	18.44
18.346	4.7812	19.72	18.397
18.3	4.7715	19.685	18.354
18.254	4.7619	19.65	18.311
18.208	4.7522	19.615	18.268
18.162	4.7426	19.58	18.226
18.115	4.7329	19.545	18.183
18.069	4.7232	19.51	18.14
18.023	4.7136	19.475	18.097
17.977	4.7039	19.44	18.054
17.931	4.6943	19.406	18.011
13.68	11.485	19.371	17.968
9.4286	18.276	19.336	4.9233
5.1775	18.257	19.301	4.925
5.1675	18.237	19.266	4.9267
5.1576	18.218	19.231	4.9285
5.1476	18.199	19.196	4.9302
5.1377	18.179	19.161	4.9319
5.1277	18.16	19.126	4.9336
5.1177	18.141	19.091	4.9353
5.1078	18.121	19.057	4.9371
5.0978	18.102	19.022	4.9388
5.0879	18.083	18.987	4.9405
5.0779	18.063	18.952	4.9422
5.0679	18.044	18.917	4.9439
5.058	18.025	18.882	4.9457
5.048	18.005	18.847	4.9474
5.0381	17.986	18.812	4.9491
5.0281	17.967	18.777	4.9508
5.0182	17.947	18.743	4.9525
5.0082	17.928	18.708	4.9543
4.9982	17.909	18.673	4.956
4.9883	17.889	18.638	4.9577
4.9783	17.87	18.603	4.9594
4.9684	17.851	18.568	4.9611
4.9584	17.831	18.533	4.9629
4.9484	17.812	18.498	4.9646
4.9385	17.793	18.463	4.9663
4.9285	17.773	18.429	4.968
4.9186	17.754	18.394	4.9697
4.9086	17.735	18.359	4.9715
4.8987	17.715	18.324	4.9732
4.8887	17.696	18.289	4.9749
4.8787	17.676	18.254	4.9766
4.8688	17.657	18.219	4.9783
4.8588	17.638	18.184	4.9801
4.8489	17.618	18.149	4.9818
4.8389	17.599	18.115	4.9835
4.8289	17.58	18.08	4.9852
4.819	17.56	18.045	4.9869
4.809	17.541	18.01	4.9887
4.7991	17.522	17.975	4.9904
4.7891	17.502	17.94	4.9921
4.7792	17.483	17.905	4.9938
4.7692	17.464	17.87	4.9955
4.7592	17.444	17.835	4.9973
4.7493	17.425	17.801	4.999
4.7393	17.406	17.766	5.0007
4.7294	17.386	17.731	5.0024
4.7194	17.367	17.696	5.0041
4.7094	17.348	17.661	5.0059
4.6995	17.328	17.626	5.0076
4.6895	17.309	17.591	5.0093
4.6796	17.29	17.556	5.011
4.6696	17.27	17.521	5.0127
4.6597	17.251	17.486	5.0145
4.6497	17.232	17.452	5.0162
4.6397	17.212	17.417	5.0179
4.6298	17.193	17.382	5.0196
4.6198	17.174	17.347	5.0213
4.6099	17.154	17.312	5.0231
4.5999	17.135	17.277	5.0248
4.5899	17.116	17.242	5.0265
4.58	17.096	17.207	5.0282
4.57	17.077	17.172	5.0299
4.5601	17.058	17.138	5.0317
4.5501	17.038	17.103	5.0334
4.5402	17.019	17.068	5.0351
4.5302	16.999	17.033	5.0368
